timestamp,zone,flow_rate,pressure
2024-06-06 10:00,D4,14.18,2.91
2024-06-06 11:00,D4,16.18,2.99
2024-06-06 12:00,D4,17.81,3.05
2024-06-06 13:00,D4,16.16,2.96
2024-06-06 14:00,D4,17.24,2.9
2024-06-06 15:00,D4,15.35,3.01
2024-06-06 16:00,D4,17.52,2.98
2024-06-06 17:00,D4,15.93,2.95
2024-06-06 18:00,D4,15.66,2.91
2024-06-06 19:00,D4,15.01,3.03
2024-06-06 20:00,D4,16.95,3.05
2024-06-06 21:00,D4,16.99,2.95
2024-06-06 22:00,D4,14.92,3.01
2024-06-06 23:00,D4,14.39,3.07
2024-06-07 00:00,D4,17.09,2.96
2024-06-07 01:00,D4,16.66,2.94
2024-06-07 02:00,D4,15.81,2.99
2024-06-07 03:00,D4,17.63,2.93
2024-06-07 04:00,D4,14.92,2.98
2024-06-07 05:00,D4,17.44,2.93
2024-06-07 06:00,D4,15.23,3.0
2024-06-07 07:00,D4,17.33,3.02
2024-06-07 08:00,D4,18.77,2.99
2024-06-07 09:00,D4,14.68,2.91
2024-06-07 10:00,D4,18.42,2.93
2024-06-07 11:00,D4,15.12,3.05
2024-06-07 12:00,D4,16.47,2.95
2024-06-07 13:00,D4,16.19,3.01
2024-06-07 14:00,D4,17.67,2.98
2024-06-07 15:00,D4,17.25,2.93
2024-06-07 16:00,D4,15.64,2.94
2024-06-07 17:00,D4,18.51,3.03
2024-06-07 18:00,D4,16.22,3.0
2024-06-07 19:00,D4,17.67,2.95
2024-06-07 20:00,D4,15.09,2.9
2024-06-07 21:00,D4,18.25,2.95
2024-06-07 22:00,D4,17.85,2.85
2024-06-07 23:00,D4,17.19,2.89
